NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
        181.     -0.26468450E+04     -0.15584617E+04     -0.10850602E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        182.     -0.26468450E+04     -0.15738433E+04     -0.10996552E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        183.     -0.26468450E+04     -0.15892249E+04     -0.11142501E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        184.     -0.26468450E+04     -0.16046064E+04     -0.11288450E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        185.     -0.26468450E+04     -0.16199880E+04     -0.11434399E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        186.     -0.26468450E+04     -0.16353696E+04     -0.11580349E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        187.     -0.26468450E+04     -0.16507511E+04     -0.11726298E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        188.     -0.26468450E+04     -0.16661327E+04     -0.11872247E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        189.     -0.26468450E+04     -0.16815143E+04     -0.12018197E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        190.     -0.26468450E+04     -0.16968959E+04     -0.12164146E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        191.     -0.26468450E+04     -0.17122775E+04     -0.12310095E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        192.     -0.26468450E+04     -0.17276591E+04     -0.12456045E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        193.     -0.26468450E+04     -0.17430406E+04     -0.12601993E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        194.     -0.26468450E+04     -0.17584222E+04     -0.12747943E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        195.     -0.26468450E+04     -0.17738038E+04     -0.12893893E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        196.     -0.26468450E+04     -0.17891854E+04     -0.13039843E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        197.     -0.26468450E+04     -0.18045670E+04     -0.13185791E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        198.     -0.26468450E+04     -0.18199486E+04     -0.13331741E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        199.     -0.26468450E+04     -0.18353302E+04     -0.13477690E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        200.     -0.26468450E+04     -0.18507117E+04     -0.13623639E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
NS ColMember_2.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
        201.     -0.23531633E+04     -0.11004366E+04     -0.75222839E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        202.     -0.23531633E+04     -0.10863950E+04     -0.73762665E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        203.     -0.23531633E+04     -0.10723534E+04     -0.72302490E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        204.     -0.23531633E+04     -0.10583116E+04     -0.70842310E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        205.     -0.23531633E+04     -0.10442700E+04     -0.69382135E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        206.     -0.23531633E+04     -0.10302284E+04     -0.67921960E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        207.     -0.23531633E+04     -0.10161868E+04     -0.66461780E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        208.     -0.23531633E+04     -0.10021451E+04     -0.65001605E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
        209.     -0.23531633E+04     -0.98810352E+03     -0.63541431E+03      0.40909988E+02      0.14041635E+01     -0.14601763E+01
